id,address,number,municipality,latitude,longitude,postal_code,province
1955.0,Kuringersteenweg,491,Kuringen,50.9436744,5.2793805,3511.0,Limburg
1956.0,Blankenbergsesteenweg,420,Brugge,51.25026925,3.197657199777714,8000.0,West-Vlaanderen
1957.0,Lintsesteenweg,4,Lier,51.1254239,4.550376550000001,2500.0,Antwerpen
1958.0,Albertlaan,80,Ninove,50.8387544,4.0080192,9400.0,Oost-Vlaanderen
1959.0,Veldstraat,12,Westerlo,51.1136307,4.866392153315419,2260.0,Antwerpen
1960.0,Malesteenweg,334,Brugge,,,8310.0,West-Vlaanderen
1961.0,Herkenrodesingel,2,Hasselt,50.93868625,5.316955017385276,3500.0,Limburg
1962.0,Albertvest,15,Tienen,50.8135577,4.9332269,3300.0,Vlaams-Brabant
1963.0,Kortrijksesteenweg,1133,Sint-Denijs-Westrem,51.0161315,3.6697655904859734,9051.0,Oost-Vlaanderen
1964.0,Bredabaan,967,Schoten,51.2587269,4.465568,2900.0,Antwerpen
1965.0,Leuvensesteenweg ,0,Diest,50.9742413,5.0401007,3290.0,Vlaams-Brabant
1966.0,Parklaan,0,Turnhout,51.3125665,4.9296519,2300.0,Antwerpen
1967.0,Rootenstraat ,8,Genk,50.96506,5.5036809,3600.0,Limburg
1968.0,Gentsesteenweg ,524,Sint-Eloois-Vijve,,,8793.0,West-Vlaanderen
1969.0,Romeinsesteenweg,440,Strombeek-Bever,50.902072399999994,4.354772762387606,1853.0,Vlaams-Brabant
